"","address","list_price","bed","bathroom","sq_footage","hunter_mins","stewart_mins","num_acres","HOA_price","price_value","bed_value","bathroom_value","footage_value","hunter_time_value","stewart_time_value","acres_value","HOA_value","value"
"14","613 Stonebridge Cir, Savannah, GA 31419",250000,4,3,2126,25,43,NA,840,0.0833333333333333,0.75,0.75,0.931129476584022,0.603174603174603,0.657534246575342,NA,0.0423728813559322,0.595569338215311
"15","303 E Main St, Bloomingdale, GA 31302",170000,3,2,1812,35,49,0.51,0,0.875,0.5,0.5,0.878640776699029,0.444444444444444,0.52054794520548,0.545454545454546,0.928571428571429,0.607103999886728
"16","291 Shady Oak Cir, Richmond Hill, GA 31324",219900,3,2,1428,30,32,NA,270,0.167224080267559,0.5,0.5,0.290697674418605,0.523809523809524,0.589041095890411,NA,0.6875,0.529779807749796
"17","12 Mulberry Ct, Savannah, GA 31406",199000,3,2,1287,NA,56,0.21,0,0.545454545454545,0.5,0.5,0.159744408945687,NA,NA,0.128205128205128,0.928571428571429,0.521218930164617
"18","215 Chapel Lk S, Savannah, GA 31419",239900,4,2,1686,26,44,NA,720,0.100200400801603,0.75,0.5,0.825174825174825,0.587301587301587,0.643835616438356,NA,0.0531914893617021,0.549449253938598
"19","404 Valdez Ct, Hinesville, GA 31313",212900,3,3,2100,NA,11,NA,NA,0.218340611353712,0.5,0.75,0.928571428571429,NA,NA,NA,NA,0.693877551020408
"20","468 Laurel Hill Cir, Richmond Hill, GA 31324",229900,4,2,1619,30,32,NA,315,0.12531328320802,0.75,0.5,0.771689497716895,0.523809523809524,0.589041095890411,NA,0.384615384615385,0.577034501893487
"21","29 Bristlecone Dr, Savannah, GA 31419",242900,4,2,1598,20,44,NA,468,0.0945179584120983,0.75,0.5,0.747474747474748,0.682539682539683,0.726027397260274,NA,0.114678899082569,0.588072183184515
"22","227 River Oak Dr, Bloomingdale, GA 31302",129500,3,2,1680,34,46,NA,0,0.937888198757764,0.5,0.5,0.821428571428571,0.46031746031746,0.534246575342466,NA,0.928571428571429,0.610151823286392
"23","306 Camden Ct, Hinesville, GA 31313",245500,4,3,2455,NA,16,0.36,0,0.0900900900900901,0.75,0.75,0.95260663507109,NA,NA,0.208333333333333,0.928571428571429,0.7862964444718
"24","8 Pillar Ct, Savannah, GA 31406",249500,4,2,1869,NA,53,0.26,0,0.0840336134453781,0.75,0.5,0.893390191897655,NA,NA,0.147058823529412,0.928571428571429,0.724504863003546
"25","137 Columbus Dr, Savannah, GA 31405",249900,3,2,1880,NA,52,0.15,0,0.0834724540901502,0.5,0.5,0.895833333333333,NA,NA,0.111111111111111,0.928571428571429,0.653499278499278
"26","28 Carolina Ash Ct, Midway, GA 31320",184900,3,2,1425,44,20,0.36,NA,0.800796812749004,0.5,0.5,0.285714285714286,0.301587301587302,0.397260273972603,0.208333333333333,NA,0.378526128868595
"27","208 Reese Dr, Richmond Hill, GA 31324",204500,4,2,1479,32,35,0.42,0,0.344827586206897,0.75,0.5,0.413223140495868,0.492063492063492,0.561643835616438,0.277777777777778,0.928571428571429,0.59961798997706
"28","73 Tideland Dr, Midway, GA 31320",190000,3,1,1634,51,37,NA,0,0.75,0.5,0.25,0.786324786324786,0.19047619047619,0.301369863013699,NA,0.928571428571429,0.472022247606454
"29","104 Smith Ave, Garden City, GA 31408",120000,2,2,865,28,55,0.25,0,0.944444444444444,0.25,0.5,0.0680272108843538,0.555555555555556,0.616438356164384,0.142857142857143,0.928571428571429,0.493675730058639
"30","120 Wimbledon Dr, Savannah, GA 31419",210000,3,2,1236,19,43,NA,467,0.25,0.5,0.5,0.137362637362637,0.698412698412698,0.73972602739726,NA,0.115207373271889,0.478422133551972
"31","228 Deerfield Rd W, Bloomingdale, GA 31302",174900,3,2,1670,42,55,0.35,0,0.857549857549858,0.5,0.5,0.814814814814815,0.333333333333333,0.424657534246575,0.2,0.928571428571429,0.54014721396761
"32","Buildable plan: Christi, The Crossing at Independence, Hinesville, GA 31313",NA,3,2,1287,NA,NA,NA,NA,NA,0.5,0.5,0.159744408945687,NA,NA,NA,NA,0.402784116841625
"33","2020 Weybridge Ct, Hinesville, GA 31313",189900,4,2,1908,63,17,NA,NA,0.751243781094527,0.75,0.5,0.901574803149606,0,0.136986301369863,NA,NA,0.3902934650292
"34","1718 E 60th St, Savannah, GA 31404",90000,3,1,1092,NA,56,0.15,0,0.958333333333333,0.5,0.25,0.0984251968503937,NA,NA,0.111111111111111,0.928571428571429,0.46306143550238
"35","2500 Sims Rd, Pembroke, GA 31321",250000,4,2,1930,52,32,NA,NA,0.0833333333333333,0.75,0.5,0.905660377358491,0.174603174603175,0.287671232876712,NA,NA,0.473053367982844
"36","121 Smith Ave, Garden City, GA 31408",205000,3,2,1761,27,55,0.32,0,0.333333333333333,0.5,0.5,0.861495844875346,0.571428571428571,0.63013698630137,0.178571428571429,0.928571428571429,0.631300147147489
"37","7342 Garfield St, Savannah, GA 31406",197900,3,2,1290,NA,55,0.12,0,0.586776859504132,0.5,0.5,0.161290322580645,NA,NA,0.104166666666667,0.928571428571429,0.519314690685658
"38","198 Chapel Lk S, Savannah, GA 31419",210000,3,2,1343,26,44,NA,720,0.25,0.5,0.5,0.194552529182879,0.587301587301587,0.643835616438356,NA,0.0531914893617021,0.431140748527781
"39","141 Meadowside Ln, Savannah, GA 31405",235000,4,3,1802,26,44,NA,600,0.111111111111111,0.75,0.75,0.875621890547264,0.587301587301587,0.643835616438356,NA,0.0714285714285715,0.588014276111862
"40","114 Cutt Off Way, Richmond Hill, GA 31324",194900,3,2,1730,32,35,0.26,0,0.66887417218543,0.5,0.5,0.848484848484849,0.492063492063492,0.561643835616438,0.147058823529412,0.928571428571429,0.59905157118426
"41","Buildable plan: Naomi, The Columns at Independence North, Hinesville, GA 31313",NA,3,3,1666,NA,NA,NA,NA,NA,0.5,0.75,0.81203007518797,NA,NA,NA,NA,0.660580021482277
"42","2344 Ranchland Dr, Savannah, GA 31404",179900,4,3,2056,NA,57,0.26,0,0.833887043189369,0.75,0.75,0.923780487804878,NA,NA,0.147058823529412,0.928571428571429,0.775484916804859
"43","12511 Woodley Rd, Savannah, GA 31419",79000,3,2,1500,19,49,0.29,0,0.961832061068702,0.5,0.5,0.5,0.698412698412698,0.73972602739726,0.161290322580645,0.928571428571429,0.636657415785417
"44","373 S Main St, Pembroke, GA 31321",45000,2,1,1498,49,27,NA,NA,0.96969696969697,0.25,0.25,0.490196078431373,0.222222222222222,0.328767123287671,NA,NA,0.293255886829618
"45","212 Conaway Rd, Bloomingdale, GA 31302",149000,3,2,1596,37,49,2.47,0,0.918032786885246,0.5,0.5,0.744897959183674,0.412698412698413,0.493150684931507,0.975845410628019,0.928571428571429,0.604533406683212
"46","9 Cross Bow Ct, Savannah, GA 31406",226900,4,2,1322,NA,56,0.27,0,0.13550135501355,0.75,0.5,0.179856115107914,NA,NA,0.151515151515152,0.928571428571429,0.595176515222297
"47","814 Huntington Way, Hinesville, GA 31313",230000,8,4,NA,53,7,NA,NA,0.125,0.916666666666667,0.833333333333333,NA,0.158730158730159,0.273972602739726,NA,NA,0.48945875915054
"48","6 Fontenot Ct, Savannah, GA 31405",182900,3,2,1503,24,42,NA,NA,0.81549815498155,0.5,0.5,0.514563106796116,0.619047619047619,0.671232876712329,NA,NA,0.572786808565693
"49","121 Sheila Dr, Hinesville, GA 31313",119900,3,2,1104,NA,17,NA,NA,0.944506104328524,0.5,0.5,0.100806451612903,NA,NA,NA,NA,0.38594470046083
"50","123 Fontenot Dr, Savannah, GA 31405",225000,4,2,1720,25,43,0.25,0,0.142857142857143,0.75,0.5,0.84375,0.603174603174603,0.657534246575342,0.142857142857143,0.928571428571429,0.680631810055326
"51","1323 W Oglethorpe Hwy, Hinesville, GA 31313",99000,3,1,960,57,13,0.77,0,0.954954954954955,0.5,0.25,0.078125,0.0952380952380953,0.219178082191781,0.864864864864865,0.928571428571429,0.380295321005937
"52","6 Seneca Rd, Savannah, GA 31406",139900,2,1,1548,NA,50,0.2,0,0.92867332382311,0.25,0.25,0.662162162162162,NA,NA,0.125,0.928571428571429,0.498639873639874
"53","Buildable plan: Kohen, Griffin Park, Hinesville, GA 31313",NA,5,3,2416,NA,NA,NA,NA,NA,0.833333333333333,0.75,0.950787401574803,NA,NA,NA,NA,0.843082114735658
"54","68 Retriever Way, Allenhurst, GA 31301",126000,3,2,1343,NA,17,NA,NA,0.94047619047619,0.5,0.5,0.194552529182879,NA,NA,NA,NA,0.412729294052251
"55","212 Port Royal Dr, Savannah, GA 31410",239900,3,2,1319,NA,69,0.14,0,0.100200400801603,0.5,0.5,0.177935943060498,NA,NA,0.108695652173913,0.928571428571429,0.522752893091745
"56","102 Berwick Lakes Blvd, Pooler, GA 31322",179900,8,2,NA,25,43,NA,NA,0.833887043189369,0.916666666666667,0.5,NA,0.603174603174603,0.657534246575342,NA,NA,0.677941762702037
"57","3701 Eastgate Dr, Savannah, GA 31404",149000,3,1,1152,NA,58,0.19,0,0.918032786885246,0.5,0.25,0.111607142857143,NA,NA,0.121951219512195,0.928571428571429,0.466443617358252
"58","1103 Kelly Dr, Hinesville, GA 31313",155000,3,2,1600,NA,14,0.34,0,0.909090909090909,0.5,0.5,0.75,NA,NA,0.192307692307692,0.928571428571429,0.634365634365634
"59","13 Cambridge Ct, Savannah, GA 31419",190000,3,2,1342,19,43,NA,467,0.75,0.5,0.5,0.193798449612403,0.698412698412698,0.73972602739726,NA,0.115207373271889,0.485061640875473
"60","Buildable plan: Pamona, The Estates at Wilder Pond, Allenhurst, GA 31301",NA,4,3,1609,NA,NA,NA,NA,NA,0.75,0.75,0.760765550239235,NA,NA,NA,NA,0.753075871496924
"61","Buildable plan: Caitlin, Flemington Village, Hinesville, GA 31313",NA,3,2,1505,NA,NA,NA,NA,NA,0.5,0.5,0.523809523809524,NA,NA,NA,NA,0.506802721088435
"62","715 Dyches Dr, Savannah, GA 31406",2e+05,4,2,1758,NA,51,0.25,0,0.5,0.75,0.5,0.860335195530726,NA,NA,0.142857142857143,0.928571428571429,0.718112892693898
"63","36 Waterstone Cir, Savannah, GA 31405",239500,3,3,1780,27,45,NA,315,0.101010101010101,0.5,0.75,0.868421052631579,0.571428571428571,0.63013698630137,NA,0.384615384615385,0.592165500219277
"64","214 Arbor Ridge Way, Midway, GA 31320",215000,4,2,2182,46,21,0.31,NA,0.2,0.75,0.5,0.936061381074169,0.26984126984127,0.36986301369863,0.172413793103448,NA,0.49889937838085
"65","1452 E 42nd St, Savannah, GA 31404",189900,2,1,1300,NA,58,0.19,NA,0.751243781094527,0.25,0.25,0.166666666666667,NA,NA,0.121951219512195,NA,0.213160569105691
"66","636 Kline St, Savannah, GA 31415",125000,3,2,1232,22,50,0.07,0,0.941176470588235,0.5,0.5,0.135869565217391,0.650793650793651,0.698630136986301,0.0943396226415094,0.928571428571429,0.575047669606894
"67","109 Phillips Ave, Savannah, GA 31407",160000,3,2,1093,34,57,0.38,0,0.9,0.5,0.5,0.0986193293885602,0.46031746031746,0.534246575342466,0.227272727272727,0.928571428571429,0.508568624392299
"68","2411 Bolling St, Savannah, GA 31404",129900,3,2,968,NA,NA,0.15,0,0.937578027465668,0.5,0.5,0.0791139240506329,NA,NA,0.111111111111111,0.928571428571429,0.505004840447878
"69","284 Clubhouse Dr, Midway, GA 31320",199900,3,3,1693,42,29,NA,295,0.504950495049505,0.5,0.75,0.829351535836177,0.333333333333333,0.424657534246575,NA,0.545454545454545,0.523668979065238
"70","905 Granger Dr, Hinesville, GA 31313",125000,3,2,1280,NA,12,NA,NA,0.941176470588235,0.5,0.5,0.15625,NA,NA,NA,NA,0.401785714285714
"71","300 W Court St, Hinesville, GA 31313",111000,3,2,1323,53,6,0.8,0,0.94949494949495,0.5,0.5,0.180505415162455,0.158730158730159,0.273972602739726,0.875,0.928571428571429,0.4432535310655
"72","Buildable plan: Hazel, Griffin Park, Hinesville, GA 31313",NA,4,2,1682,NA,NA,NA,NA,NA,0.75,0.5,0.822695035460993,NA,NA,NA,NA,0.699341438703141
"73","178 Olvey Rd, Hinesville, GA 31313",159000,3,3,1857,50,8,1.55,NA,0.901960784313726,0.5,0.75,0.890590809628009,0.206349206349206,0.315068493150685,0.956521739130435,NA,0.500553710882355
"74","244 Bender St, Hinesville, GA 31313",205000,4,3,2174,NA,11,NA,780,0.333333333333333,0.75,0.75,0.935400516795866,NA,NA,NA,0.0471698113207547,0.5762310467554
"75","1005 Wolf St, Savannah, GA 31401",225000,3,2,1116,NA,57,0.13,0,0.142857142857143,0.5,0.5,0.103305785123967,NA,NA,0.106382978723404,0.928571428571429,0.508973530425966
"76","17 Sherwood Rd, Savannah, GA 31406",175000,3,1,1527,NA,53,0.35,0,0.857142857142857,0.5,0.25,0.606299212598425,NA,NA,0.2,0.928571428571429,0.563482973719194
"77","106 N Chestnut St, Pooler, GA 31322",236900,3,3,1820,32,44,0.47,0,0.106609808102345,0.5,0.75,0.880952380952381,0.492063492063492,0.561643835616438,0.384615384615385,0.928571428571429,0.64363443929654
"78","Buildable plan: Palmer, The Estates at Wilder Pond, Allenhurst, GA 31301",NA,3,2,1523,NA,NA,NA,NA,NA,0.5,0.5,0.59349593495935,NA,NA,NA,NA,0.5267131242741
"79","173 Manchester Ct, Midway, GA 31320",207900,4,2,1936,41,28,NA,300,0.279329608938547,0.75,0.5,0.906716417910448,0.349206349206349,0.438356164383562,NA,0.5,0.545607454458646
"80","206 Ash St, Bloomingdale, GA 31302",110000,3,1,1092,36,49,0.48,0,0.95,0.5,0.25,0.0984251968503937,0.428571428571429,0.506849315068493,0.416666666666667,0.928571428571429,0.479670278087385
"81","Buildable plan: Davis, The Estates at Wilder Pond, Allenhurst, GA 31301",NA,4,3,1905,NA,NA,NA,NA,NA,0.75,0.75,0.900990099009901,NA,NA,NA,NA,0.793140028288543
"82","43 Leeward Dr, Savannah, GA 31419",189900,3,2,1016,20,44,NA,467,0.751243781094527,0.5,0.5,0.0856164383561644,0.682539682539683,0.726027397260274,NA,0.115207373271889,0.466182112851032
"83","939 Highland Dr, Hinesville, GA 31313",124900,3,2,1524,NA,10,NA,NA,0.941245593419506,0.5,0.5,0.596774193548387,NA,NA,NA,NA,0.527649769585253
"84","1043 Bacon Rd, Hinesville, GA 31313",165000,3,2,1177,57,11,0.28,0,0.888888888888889,0.5,0.5,0.118203309692671,0.0952380952380953,0.219178082191781,0.15625,0.928571428571429,0.373158751812631
"85","1216 E 35th St, Savannah, GA 31404",217000,4,2,2405,NA,56,0.12,0,0.185185185185185,0.75,0.5,0.950248756218905,NA,NA,0.104166666666667,0.928571428571429,0.730943496801706
"86","117 Hopeland Dr, Savannah, GA 31419",225000,3,2,1592,NA,47,0.15,0,0.142857142857143,0.5,0.5,0.739583333333333,NA,NA,0.111111111111111,0.928571428571429,0.625090187590188
"87","5 Millwood Lake Dr, Savannah, GA 31407",249000,3,3,1703,41,53,NA,1064,0.0847457627118644,0.5,0.75,0.834983498349835,0.349206349206349,0.438356164383562,NA,0.0307125307125307,0.439646969341961
"88","38 Shady Hill Cir, Richmond Hill, GA 31324",224900,4,3,1799,29,34,NA,315,0.143266475644699,0.75,0.75,0.87468671679198,0.53968253968254,0.602739726027397,NA,0.384615384615385,0.624715819073086
"89","969 Fox Haven Ct, Hinesville, GA 31313",249900,3,2,2480,58,14,0.55,0,0.0834724540901502,0.5,0.5,0.953703703703704,0.0793650793650794,0.205479452054795,0.666666666666667,0.928571428571429,0.488538168522948
"90","55 Winchester Way SE, Allenhurst, GA 31301",2e+05,4,2,1958,NA,20,NA,NA,0.5,0.75,0.5,0.910394265232975,NA,NA,NA,NA,0.724398361495136
"91","128 Oak Harvest Rdg, Midway, GA 31320",185000,3,2,1470,42,29,NA,300,0.8,0.5,0.5,0.384615384615385,0.333333333333333,0.424657534246575,NA,0.5,0.433913923841402
"92","228 W Deerfield Dr, Bloomingdale, GA 31302",174900,3,2,1670,NA,NA,NA,NA,0.857549857549858,0.5,0.5,0.814814814814815,NA,NA,NA,NA,0.58994708994709
"93","Buildable plan: Blane, The Estates at Wilder Pond, Allenhurst, GA 31301",NA,4,2,1653,NA,NA,NA,NA,NA,0.75,0.5,0.802371541501976,NA,NA,NA,NA,0.693534726143422
"94","Buildable plan: Kerry, The Columns at Independence North, Hinesville, GA 31313",NA,3,3,1411,NA,NA,NA,NA,NA,0.5,0.75,0.264550264550265,NA,NA,NA,NA,0.504157218442933
"95","3202 Hazel St, Savannah, GA 31404",229000,4,2,1634,NA,59,0.54,0,0.128205128205128,0.75,0.5,0.786324786324786,NA,NA,0.642857142857143,0.928571428571429,0.750111000111
"96","Buildable plan: Addison, Griffin Park, Hinesville, GA 31313",NA,4,3,1978,NA,NA,NA,NA,NA,0.75,0.75,0.913494809688581,NA,NA,NA,NA,0.796712802768166
"97","46 Heathcote Cir, Savannah, GA 31405",169500,3,2,975,22,46,0.46,0,0.876543209876543,0.5,0.5,0.08,0.650793650793651,0.698630136986301,0.357142857142857,0.928571428571429,0.583440119832814
"98","105 Blueberry Ct, Savannah, GA 31419",2e+05,3,2,1456,18,42,NA,467,0.5,0.5,0.5,0.347222222222222,0.714285714285714,0.753424657534247,NA,0.115207373271889,0.50926372905916
"99","Buildable plan: Naomi, Cherokee Station, Hinesville, GA 31313",NA,3,3,1666,NA,NA,NA,NA,NA,0.5,0.75,0.81203007518797,NA,NA,NA,NA,0.660580021482277
"100","806 E 33rd St, Savannah, GA 31401",219000,2,1,1254,NA,56,0.07,0,0.172413793103448,0.25,0.25,0.144508670520231,NA,NA,0.0943396226415094,0.928571428571429,0.401733749945114
"101","1816 E De Renne Ave, Savannah, GA 31406",250000,4,3,1811,NA,55,0.3,0,0.0833333333333333,0.75,0.75,0.878345498783455,NA,NA,0.166666666666667,0.928571428571429,0.769006540904351
"102","705 Woodley Rd, Savannah, GA 31419",249000,4,3,2192,16,45,NA,300,0.0847457627118644,0.75,0.75,0.936868686868687,0.746031746031746,0.780821917808219,NA,0.5,0.732372359487589
"103","615 Olmstead Dr, Hinesville, GA 31313",189900,3,2,1404,51,6,NA,NA,0.751243781094527,0.5,0.5,0.255102040816327,0.19047619047619,0.301369863013699,NA,NA,0.334015602327037
"104","2205 Bolling St, Savannah, GA 31404",122500,2,1,972,NA,NA,0.12,0,0.942857142857143,0.25,0.25,0.0796178343949044,NA,NA,0.104166666666667,0.928571428571429,0.390828783742796
"105","1130 E 56th St, Savannah, GA 31404",239800,4,2,NA,NA,57,NA,NA,0.100401606425703,0.75,0.5,NA,NA,NA,NA,NA,0.65
"106","267 Glenn Bryant Rd, Hinesville, GA 31313",128500,2,4,1348,NA,13,0.2,0,0.938650306748466,0.25,0.833333333333333,0.198412698412698,NA,NA,0.125,0.928571428571429,0.520382395382395
"107","126 Salt Creek Rd, Savannah, GA 31405",169000,5,2,1904,27,46,1.55,0,0.878048780487805,0.833333333333333,0.5,0.900793650793651,0.571428571428571,0.63013698630137,0.956521739130435,0.928571428571429,0.734441587280579
"108","212 Pine St, Bloomingdale, GA 31302",187900,3,2,1410,35,48,NA,NA,0.773755656108597,0.5,0.5,0.263157894736842,0.444444444444444,0.52054794520548,NA,NA,0.454695528776279
"109","7 Mossy Ct, Savannah, GA 31419",246000,3,2,1816,23,41,0.32,0,0.0892857142857143,0.5,0.5,0.879807692307692,0.634920634920635,0.684931506849315,0.178571428571429,0.928571428571429,0.656576564396199
"110","10 Goldfinch Ct W, Savannah, GA 31419",209900,3,2,1335,19,43,NA,468,0.251256281407035,0.5,0.5,0.188679245283019,0.698412698412698,0.73972602739726,NA,0.114678899082569,0.484366121391548
"111","4623 Skidaway Rd, Savannah, GA 31404",229000,4,2,1603,NA,57,0.22,0,0.128205128205128,0.75,0.5,0.753694581280788,NA,NA,0.131578947368421,0.928571428571429,0.697698399604026
"112","8613 E Creighton Pl, Savannah, GA 31406",179900,3,2,1636,NA,54,0.22,0,0.833887043189369,0.5,0.5,0.788135593220339,NA,NA,0.131578947368421,0.928571428571429,0.635778583593035
"113","1025 W 40th St, Savannah, GA 31415",120000,2,2,1026,NA,50,0.07,0,0.944444444444444,0.25,0.5,0.0871080139372822,NA,NA,0.0943396226415094,0.928571428571429,0.436751812384578
"114","82 Crosby Dr, Hinesville, GA 31313",113500,3,2,1087,NA,16,0.25,NA,0.948186528497409,0.5,0.5,0.0974658869395711,NA,NA,0.142857142857143,NA,0.354723614592036
"115","180 Bowers St, Pembroke, GA 31321",130000,2,1,988,50,29,0.28,0,0.9375,0.25,0.25,0.0816993464052287,0.206349206349206,0.315068493150685,0.15625,0.928571428571429,0.340331404631868
"116","115 Adair St, Savannah, GA 31404",115000,2,2,1150,NA,57,0.08,0,0.947368421052632,0.25,0.5,0.111111111111111,NA,NA,0.0961538461538461,0.928571428571429,0.441280941280941
"117","2108 Packard Ave, Savannah, GA 31405",149000,4,2,1932,19,49,0.14,0,0.918032786885246,0.75,0.5,0.906015037593985,0.698412698412698,0.73972602739726,0.108695652173913,0.928571428571429,0.720514938273263
"118","4106 Boyd St, Savannah, GA 31405",1e+05,3,1,1140,NA,53,0.15,0,0.954545454545455,0.5,0.25,0.108695652173913,NA,NA,0.111111111111111,0.928571428571429,0.464928791015748
"119","1942 Salisbury Way, Hinesville, GA 31313",210000,3,2,1880,63,17,NA,NA,0.25,0.5,0.5,0.895833333333333,0,0.136986301369863,NA,NA,0.335901826484018
"120","Buildable plan: Catherine, The Estates at Wilder Pond, Allenhurst, GA 31301",NA,5,3,2516,NA,NA,NA,NA,NA,0.833333333333333,0.75,0.955197132616487,NA,NA,NA,NA,0.844342037890425
"121","147 Dovetail Xing, Savannah, GA 31419",224500,4,2,1733,21,45,NA,467,0.144927536231884,0.75,0.5,0.84984984984985,0.666666666666667,0.712328767123288,NA,0.115207373271889,0.594057340444229
"122","Buildable plan: Russell, The Estates at Wilder Pond, Allenhurst, GA 31301",NA,3,2,1300,NA,NA,NA,NA,NA,0.5,0.5,0.166666666666667,NA,NA,NA,NA,0.404761904761905
"123","215 Caribbean Village Dr, Guyton, GA 31312",248990,3,2,1618,46,62,NA,700,0.0847601288353959,0.5,0.5,0.770642201834862,0.26984126984127,0.36986301369863,NA,0.0555555555555556,0.376288540635139
"124","7 Del Mar Cir, Savannah, GA 31419",179000,3,2,1484,NA,48,1.88,0,0.838709677419355,0.5,0.5,0.431034482758621,NA,NA,0.966216216216216,0.928571428571429,0.646727224313431
"125","1712 E 39th St, Savannah, GA 31404",225000,4,3,2042,NA,59,0.19,0,0.142857142857143,0.75,0.75,0.922118380062305,NA,NA,0.121951219512195,0.928571428571429,0.772900205941008
"126","Buildable plan: Anderson, The Estates at Wilder Pond, Allenhurst, GA 31301",NA,4,3,1810,NA,NA,NA,NA,NA,0.75,0.75,0.878048780487805,NA,NA,NA,NA,0.786585365853658
"127","2409 Dolphin Dr, Savannah, GA 31406",180000,3,2,1681,NA,57,0.16,0,0.833333333333333,0.5,0.5,0.822064056939502,NA,NA,0.113636363636364,0.928571428571429,0.640316251202696
"128","133 Berwick Lakes Blvd, Pooler, GA 31322",218000,3,2,2006,26,44,0.22,0,0.178571428571429,0.5,0.5,0.917491749174917,0.587301587301587,0.643835616438356,0.131578947368421,0.928571428571429,0.64072166277522
"129","1925 Linnhurst Dr, Savannah, GA 31404",179300,3,1,864,NA,59,0.19,0,0.837133550488599,0.5,0.25,0.0679347826086957,NA,NA,0.121951219512195,0.928571428571429,0.45850318822217
"130","2326 Suttle Ct, Hinesville, GA 31313",147563,4,2,1389,62,17,NA,NA,0.919919278632862,0.75,0.5,0.23696682464455,0.0158730158730159,0.150684931506849,NA,NA,0.302820036235837
"131","104 E Whatley St, Pooler, GA 31322",210000,3,2,1824,32,44,0.27,0,0.25,0.5,0.5,0.882075471698113,0.492063492063492,0.561643835616438,0.151515151515152,0.928571428571429,0.603031436429386
"132","64 Kings Way, Ellabell, GA 31308",209900,1,2,1400,42,42,NA,NA,0.251256281407035,0.166666666666667,0.5,0.25,0.333333333333333,0.424657534246575,NA,NA,0.329093281148076
"133","307 Aberfeldy St, Port Wentworth, GA 31407",99900,2,2,1474,32,57,0.14,0,0.954586739327884,0.25,0.5,0.396825396825397,0.492063492063492,0.561643835616438,0.108695652173913,0.928571428571429,0.505069233702349
"134","624 W 47th St, Savannah, GA 31405",67000,2,1,660,NA,53,NA,NA,0.965034965034965,0.25,0.25,0.0531914893617021,NA,NA,NA,NA,0.193768996960486
"135","Buildable plan: Whitaker II, The Columns at Independence North, Hinesville, GA 31313",NA,4,3,1962,NA,NA,NA,NA,NA,0.75,0.75,0.911032028469751,NA,NA,NA,NA,0.796009150991357
"136","12216 Bedford Dr, Savannah, GA 31419",164700,3,2,1597,17,47,0.23,0,0.88962472406181,0.5,0.5,0.746192893401015,0.73015873015873,0.767123287671233,0.135135135135135,0.928571428571429,0.674179999516671
